"Timestamp","Email ID","Branch of Visit","Date of Visit","Time of Visit","Gender","Age Group","How often do you visit our store?","Which of the following categories do you usually shop for?","How satisfied are you with the overall cleanliness of our store?","How would you rate the availability of products you need?","How satisfied are you with the behaviour of our staff?","How would you rate the prices of our products compared to other stores?","Have you used our online shopping platform?","Would you recommend our store to others?","How would you rate our store's return policy?","How satisfied are you with the variety of products available?","How likely are you to visit our store again?","",""
"2024/08/07 4:41:48 PM GMT+5:30","wagnermichael@example.com","Ahmedabad","2023-02-20","01:55 PM","Female","Under 18","Bi-weekly","Clothing;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","1","5","1","4","No","Yes","4","5","4","",""
"2024/08/07 4:42:12 PM GMT+5:30","knoxwilliam@example.com","Surat","2023-07-01","09:08 AM","Female","55-64","Bi-weekly","Home & Kitchen","4","1","1","5","Yes","Yes","5","1","4","",""
"2024/08/07 4:42:36 PM GMT+5:30","zschmidt@example.com","Kanpur","2023-10-29","08:26 PM","Male","25-34","Monthly","Electronics","3","1","1","5","Yes","No","5","5","3","",""
"2024/08/07 4:43:02 PM GMT+5:30","cassandra25@example.org","Mumbai","2023-02-06","03:27 PM","Male","65 and above","Bi-weekly","Groceries;Hygiene & Sanitation;Toys & Games;Stationery","4","4","2","4","Yes","Yes","3","1","1","",""
"2024/08/07 4:43:26 PM GMT+5:30","yoneal@example.net","Pune","2023-02-13","01:59 PM","Male","Under 18","Occasioanlly","Electronics","3","1","4","4","No","No","1","2","4","",""
"2024/08/07 4:43:51 PM GMT+5:30","davidmorris@example.com","Ahmedabad","2023-09-10","11:56 AM","Male","25-34","Monthly","Clothing;Home & Kitchen;Toys & Games;Stationery","3","5","4","5","No","Yes","4","4","2","",""
"2024/08/07 4:44:19 PM GMT+5:30","taylorrebekah@example.org","Ahmedabad","2023-02-26","08:59 PM","Male","18-24","Bi-weekly","Clothing;Electronics;Hygiene & Sanitation","3","3","4","1","No","No","5","4","4","",""
"2024/08/07 4:44:49 PM GMT+5:30","sarah92@example.org","Lucknow","2023-03-29","12:55 PM","Male","18-24","Occasioanlly","Electronics;Hygiene & Sanitation","4","5","2","5","No","No","1","1","5","",""
"2024/08/07 4:45:15 PM GMT+5:30","xvargas@example.com","Ludhiana","2023-02-26","03:41 PM","Female","45-54","Bi-weekly","Clothing;Stationery","2","5","5","3","No","No","5","4","2","",""
"2024/08/07 4:45:45 PM GMT+5:30","melanie14@example.org","Lucknow","2023-08-17","10:32 AM","Male","65 and above","Bi-weekly","Clothing;Hygiene & Sanitation;Toys & Games;Stationery","4","1","5","2","Yes","Yes","4","4","2","",""
"2024/08/07 4:46:13 PM GMT+5:30","hweber@example.net","Jaipur","2023-06-21","11:14 AM","Male","55-64","Monthly","Clothing","1","1","5","1","Yes","Yes","4","1","1","",""
"2024/08/07 4:46:40 PM GMT+5:30","sarah03@example.org","Delhi","2023-07-03","08:08 PM","Male","Under 18","Bi-weekly","Groceries;Electronics;Home & Kitchen;Toys & Games;Stationery","2","4","1","4","No","Yes","2","2","3","",""
"2024/08/07 4:47:06 PM GMT+5:30","sdrake@example.net","Dehradun","2023-01-31","01:44 PM","Female","65 and above","Occasioanlly","Groceries;Clothing;Electronics;Home & Kitchen","2","3","5","5","No","No","1","5","5","",""
"2024/08/07 4:47:33 PM GMT+5:30","ishannon@example.com","Mumbai","2023-01-03","07:35 PM","Female","25-34","Monthly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","1","1","2","2","No","No","4","1","1","",""
"2024/08/07 4:48:01 PM GMT+5:30","bjohnston@example.org","Hyderabad","2023-03-19","11:44 AM","Male","35-44","Occasioanlly","Clothing","2","5","1","1","Yes","Yes","4","3","1","",""
"2024/08/07 4:48:27 PM GMT+5:30","carmengarza@example.net","Pune","2023-07-08","09:45 AM","Female","35-44","Daily","Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","1","4","4","1","Yes","No","3","5","5","",""
"2024/08/07 4:48:53 PM GMT+5:30","lcruz@example.net","Pune","2023-04-09","06:30 PM","Male","65 and above","Occasioanlly","Home & Kitchen;Stationery","2","2","4","2","No","No","1","4","4","",""
"2024/08/07 4:49:19 PM GMT+5:30","cooksean@example.com","Kolkata","2023-05-20","12:00 PM","Female","65 and above","Weekly","Groceries;Toys & Games","4","3","2","2","No","No","2","2","1","",""
"2024/08/07 4:49:47 PM GMT+5:30","xhall@example.org","Ahmedabad","2023-06-19","06:51 PM","Female","45-54","Monthly","Toys & Games","2","3","3","3","Yes","No","3","1","5","",""
"2024/08/07 4:50:11 PM GMT+5:30","zacharyking@example.org","Jaipur","2023-01-11","04:07 PM","Female","65 and above","Weekly","Stationery","4","4","1","4","No","No","5","5","3","",""
"2024/08/07 4:50:36 PM GMT+5:30","sheparddavid@example.com","Kolkata","2023-02-13","11:38 AM","Male","35-44","Daily","Hygiene & Sanitation;Toys & Games","3","2","3","3","No","Yes","2","2","5","",""
"2024/08/07 4:51:04 PM GMT+5:30","juliefuentes@example.org","Lucknow","2023-01-22","12:26 PM","Male","25-34","Monthly","Groceries;Clothing;Electronics;Toys & Games;Stationery","3","4","1","2","Yes","Yes","1","5","4","",""
"2024/08/07 4:51:33 PM GMT+5:30","rgomez@example.org","Chennai","2023-05-17","04:41 PM","Female","35-44","Daily","Groceries;Clothing;Home & Kitchen;Toys & Games","5","4","1","4","No","No","2","2","4","",""
"2024/08/07 4:52:03 PM GMT+5:30","ynguyen@example.com","Surat","2023-04-15","12:02 PM","Female","65 and above","Daily","Groceries;Electronics;Home & Kitchen;Toys & Games","1","5","5","5","No","Yes","1","1","1","",""
"2024/08/07 4:52:28 PM GMT+5:30","kbrown@example.net","Surat","2023-09-02","11:07 AM","Male","Under 18","Daily","Clothing;Electronics;Toys & Games","5","3","2","2","Yes","Yes","1","1","2","",""
"2024/08/07 4:52:53 PM GMT+5:30","nathan53@example.org","Mumbai","2023-05-14","12:38 PM","Female","25-34","Occasioanlly","","2","3","2","5","Yes","No","4","3","2","",""
"2024/08/07 4:53:23 PM GMT+5:30","cadams@example.org","Bangalore","2023-06-10","04:00 PM","Female","45-54","Occasioanlly","Clothing;Electronics","1","3","1","3","Yes","No","3","3","4","",""
"2024/08/07 4:53:47 PM GMT+5:30","vincentharris@example.net","Chennai","2023-01-18","09:54 AM","Female","18-24","Weekly","Clothing;Hygiene & Sanitation;Toys & Games","1","3","2","5","Yes","No","3","1","3","",""
"2024/08/07 4:54:12 PM GMT+5:30","coxjohn@example.com","Dehradun","2023-06-20","03:49 PM","Male","35-44","Monthly","Electronics;Home & Kitchen;Toys & Games;Stationery","5","5","1","5","No","No","1","2","4","",""
"2024/08/07 4:54:36 PM GMT+5:30","timothy00@example.net","Bangalore","2023-03-01","09:46 AM","Male","25-34","Monthly","Electronics","2","5","2","3","Yes","Yes","4","3","3","",""
"2024/08/07 4:55:06 PM GMT+5:30","todd02@example.net","Mumbai","2023-07-06","02:39 PM","Female","45-54","Weekly","Groceries;Clothing;Electronics;Home & Kitchen;Toys & Games;Stationery","4","1","2","3","Yes","Yes","2","5","2","",""
"2024/08/07 4:55:35 PM GMT+5:30","meadowsmichael@example.org","Jaipur","2023-01-25","09:42 AM","Male","65 and above","Monthly","Groceries;Home & Kitchen;Toys & Games","4","5","5","2","No","Yes","1","3","2","",""
"2024/08/07 4:55:58 PM GMT+5:30","thays@example.org","Bangalore","2023-06-16","03:33 PM","Female","25-34","Daily","Home & Kitchen","5","3","4","3","Yes","No","3","2","4","",""
"2024/08/07 4:56:26 PM GMT+5:30","villaallen@example.net","Surat","2023-07-22","05:46 PM","Male","Under 18","Bi-weekly","Electronics;Home & Kitchen;Stationery","4","2","3","1","No","No","2","2","1","",""
"2024/08/07 4:56:50 PM GMT+5:30","lsilva@example.net","Trivandrum","2023-09-17","12:11 PM","Female","18-24","Monthly","Hygiene & Sanitation","5","5","3","3","Yes","No","5","5","2","",""
"2024/08/07 4:57:18 PM GMT+5:30","lsoto@example.org","Chennai","2023-05-08","02:12 PM","Male","18-24","Daily","Clothing;Electronics;Stationery","4","5","1","5","No","Yes","5","3","3","",""
"2024/08/07 4:57:47 PM GMT+5:30","paula52@example.org","Lucknow","2023-09-08","10:20 AM","Female","35-44","Bi-weekly","Groceries;Electronics;Hygiene & Sanitation;Toys & Games;Stationery","2","5","2","1","No","Yes","5","5","1","",""
"2024/08/07 4:58:11 PM GMT+5:30","thompsonrachel@example.com","Mumbai","2023-05-23","10:07 AM","Female","Under 18","Occasioanlly","Toys & Games;Stationery","1","3","4","5","Yes","No","3","2","1","",""
"2024/08/07 4:58:38 PM GMT+5:30","amosley@example.org","Ahmedabad","2023-02-11","03:36 PM","Female","Under 18","Monthly","Groceries;Clothing;Stationery","2","5","5","4","Yes","Yes","1","5","3","",""
"2024/08/07 4:59:05 PM GMT+5:30","sergio72@example.org","Delhi","2023-12-31","06:38 PM","Male","Under 18","Monthly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Stationery","1","3","3","4","No","No","3","5","4","",""
"2024/08/07 4:59:29 PM GMT+5:30","travisbarrera@example.org","Pune","2023-07-07","07:04 PM","Female","55-64","Monthly","Home & Kitchen","4","2","3","2","No","Yes","1","1","5","",""
"2024/08/07 4:59:54 PM GMT+5:30","jacob73@example.net","Jaipur","2023-07-16","11:05 AM","Male","25-34","Occasioanlly","Groceries;Toys & Games","3","1","3","3","No","No","4","4","3","",""
"2024/08/07 5:00:24 PM GMT+5:30","davisjoseph@example.org","Jaipur","2023-05-31","11:45 AM","Female","35-44","Weekly","Clothing;Electronics;Hygiene & Sanitation;Toys & Games","2","2","2","3","No","No","1","5","1","",""
"2024/08/07 5:00:51 PM GMT+5:30","brandonbyrd@example.com","Bangalore","2023-02-07","11:45 AM","Female","45-54","Monthly","Groceries;Clothing;Hygiene & Sanitation","3","4","5","3","Yes","Yes","5","1","1","",""
"2024/08/07 5:01:19 PM GMT+5:30","elainechavez@example.net","Kanpur","2023-07-15","06:43 PM","Male","35-44","Monthly","Groceries;Clothing;Hygiene & Sanitation;Toys & Games;Stationery","4","4","4","2","No","Yes","3","1","3","",""
"2024/08/07 5:01:43 PM GMT+5:30","qthompson@example.net","Chennai","2023-11-11","02:13 PM","Female","35-44","Monthly","Stationery","3","1","5","3","Yes","Yes","3","4","2","",""
"2024/08/07 5:02:07 PM GMT+5:30","gibsonanthony@example.org","Delhi","2023-12-07","08:06 PM","Male","Under 18","Daily","Electronics","5","5","2","2","Yes","No","3","2","4","",""
"2024/08/07 5:02:34 PM GMT+5:30","mcculloughnicholas@example.com","Ludhiana","2023-03-15","01:36 PM","Female","65 and above","Daily","Hygiene & Sanitation;Toys & Games;Stationery","4","1","2","2","Yes","Yes","5","4","3","",""
"2024/08/07 5:02:59 PM GMT+5:30","thomasriley@example.org","Bangalore","2023-07-20","03:36 PM","Male","45-54","Monthly","Groceries;Clothing;Home & Kitchen;Stationery","1","3","3","1","Yes","Yes","5","2","3","",""
"2024/08/07 5:03:23 PM GMT+5:30","ariaskaren@example.org","Kolkata","2023-01-09","08:06 PM","Female","45-54","Occasioanlly","Home & Kitchen","5","5","5","3","No","No","2","3","1","",""
"2024/08/07 5:03:51 PM GMT+5:30","kmckay@example.com","Dehradun","2023-09-12","02:30 PM","Female","Under 18","Weekly","Clothing;Hygiene & Sanitation;Toys & Games","3","3","5","2","No","No","5","5","3","",""
"2024/08/07 5:04:17 PM GMT+5:30","alex12@example.net","Kanpur","2023-06-11","02:44 PM","Male","Under 18","Monthly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","5","5","2","1","Yes","No","2","2","4","",""
"2024/08/07 5:04:41 PM GMT+5:30","ujames@example.net","Kanpur","2023-01-23","09:27 AM","Male","55-64","Occasioanlly","Toys & Games","4","4","1","2","No","No","4","5","3","",""
"2024/08/07 5:05:06 PM GMT+5:30","ijordan@example.net","Bangalore","2023-03-15","08:39 AM","Female","55-64","Daily","Groceries;Home & Kitchen","3","5","1","3","No","Yes","4","2","3","",""
"2024/08/07 5:05:34 PM GMT+5:30","danielleramirez@example.net","Kanpur","2023-09-06","02:35 PM","Female","25-34","Monthly","Electronics;Hygiene & Sanitation;Stationery","3","1","1","3","No","No","4","4","4","",""
"2024/08/07 5:05:58 PM GMT+5:30","thomas07@example.org","Trivandrum","2023-06-19","02:58 PM","Female","Under 18","Occasioanlly","Groceries;Electronics;Stationery","2","5","4","1","No","No","2","5","3","",""
"2024/08/07 5:06:23 PM GMT+5:30","bullockchristina@example.org","Surat","2023-06-02","03:16 PM","Female","18-24","Occasioanlly","Electronics;Stationery","3","2","3","4","No","No","1","3","5","",""
"2024/08/07 5:06:47 PM GMT+5:30","qweiss@example.com","Ludhiana","2023-01-24","12:20 PM","Female","35-44","Bi-weekly","Electronics;Hygiene & Sanitation;Toys & Games","4","5","4","2","No","No","4","4","3","",""
"2024/08/07 5:07:12 PM GMT+5:30","krose@example.net","Lucknow","2023-01-06","01:23 PM","Male","65 and above","Daily","Clothing;Electronics;Toys & Games;Stationery","3","2","3","4","Yes","No","2","1","5","",""
"2024/08/07 5:07:36 PM GMT+5:30","rsanders@example.org","Lucknow","2023-12-16","05:18 PM","Male","65 and above","Monthly","Stationery","1","5","1","3","No","Yes","3","2","3","",""
"2024/08/07 5:08:01 PM GMT+5:30","tadams@example.net","Kanpur","2023-01-09","04:17 PM","Female","55-64","Daily","Clothing;Electronics;Home & Kitchen;Stationery","2","4","5","2","No","No","1","3","2","",""
"2024/08/07 5:08:28 PM GMT+5:30","anthony00@example.org","Chennai","2023-01-20","08:50 AM","Female","55-64","Bi-weekly","Electronics;Home & Kitchen;Hygiene & Sanitation","4","2","2","3","Yes","Yes","4","3","5","",""
"2024/08/07 5:08:58 PM GMT+5:30","barnesjennifer@example.org","Hyderabad","2023-03-20","01:09 PM","Male","25-34","Daily","Clothing;Stationery","4","4","1","1","No","No","1","5","5","",""
"2024/08/07 5:09:22 PM GMT+5:30","justinbarrett@example.org","Lucknow","2023-10-02","06:11 PM","Female","45-54","Weekly","Toys & Games","3","2","5","2","No","No","5","3","5","",""
"2024/08/07 5:09:52 PM GMT+5:30","jessicahuber@example.org","Delhi","2023-04-12","05:37 PM","Female","35-44","Monthly","Groceries;Home & Kitchen;Toys & Games;Stationery","3","4","3","3","Yes","No","1","5","5","",""
"2024/08/07 5:10:22 PM GMT+5:30","csmith@example.com","Kolkata","2023-05-30","01:43 PM","Male","25-34","Daily","Clothing;Electronics;Hygiene & Sanitation;Stationery","2","3","5","2","No","No","5","2","1","",""
"2024/08/07 5:10:47 PM GMT+5:30","briannagentry@example.net","Pune","2023-07-29","06:13 PM","Female","35-44","Bi-weekly","Groceries;Electronics;Hygiene & Sanitation;Toys & Games","1","2","4","2","Yes","Yes","5","3","3","",""
"2024/08/07 5:11:13 PM GMT+5:30","danielhudson@example.com","Mumbai","2023-04-24","10:36 AM","Male","18-24","Weekly","Groceries;Toys & Games;Stationery","2","1","4","1","No","No","1","3","4","",""
"2024/08/07 5:11:43 PM GMT+5:30","jeanetteclark@example.net","Dehradun","2023-05-20","06:37 PM","Male","65 and above","Daily","Clothing;Electronics;Hygiene & Sanitation;Stationery","5","1","4","1","No","No","2","2","1","",""
"2024/08/07 5:12:07 PM GMT+5:30","ryan95@example.net","Pune","2023-03-30","05:13 PM","Male","Under 18","Daily","Home & Kitchen","2","4","4","1","Yes","Yes","5","4","1","",""
"2024/08/07 5:12:36 PM GMT+5:30","jasminedavis@example.org","Kolkata","2023-10-18","12:41 PM","Female","65 and above","Monthly","Electronics;Toys & Games","4","3","1","5","Yes","Yes","5","2","2","",""
"2024/08/07 5:13:02 PM GMT+5:30","harrisisabel@example.org","Hyderabad","2023-05-02","10:23 AM","Male","35-44","Monthly","Home & Kitchen;Toys & Games","2","4","5","4","Yes","Yes","2","4","4","",""
"2024/08/07 5:13:26 PM GMT+5:30","wreese@example.net","Dehradun","2023-09-14","06:06 PM","Female","45-54","Bi-weekly","Clothing;Toys & Games","3","5","4","5","Yes","No","4","5","1","",""
"2024/08/07 5:13:54 PM GMT+5:30","brewertroy@example.org","Ahmedabad","2023-07-15","02:21 PM","Female","Under 18","Weekly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Stationery","2","4","4","2","No","No","2","3","2","",""
"2024/08/07 5:14:19 PM GMT+5:30","bthompson@example.com","Delhi","2023-11-21","03:17 PM","Female","25-34","Occasioanlly","Stationery","2","5","4","2","Yes","No","1","1","4","",""
"2024/08/07 5:14:46 PM GMT+5:30","troyevans@example.org","Delhi","2023-10-16","05:34 PM","Male","45-54","Daily","Groceries;Home & Kitchen;Toys & Games","5","3","1","2","No","Yes","5","2","5","",""
"2024/08/07 5:15:15 PM GMT+5:30","arellanotravis@example.net","Dehradun","2023-09-28","09:18 AM","Male","55-64","Monthly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Toys & Games","1","5","1","2","No","Yes","5","5","2","",""
"2024/08/07 5:15:39 PM GMT+5:30","derrickjenkins@example.com","Ahmedabad","2023-12-08","10:29 AM","Female","35-44","Monthly","Home & Kitchen","5","4","3","2","No","No","4","3","1","",""
"2024/08/07 5:16:04 PM GMT+5:30","lisalawson@example.org","Kanpur","2023-10-09","08:30 AM","Male","65 and above","Monthly","Clothing;Home & Kitchen","3","4","4","2","Yes","No","5","1","1","",""
"2024/08/07 5:16:31 PM GMT+5:30","william89@example.org","Bangalore","2023-08-01","11:42 AM","Female","35-44","Daily","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","2","5","4","1","Yes","No","5","3","3","",""
"2024/08/07 5:16:58 PM GMT+5:30","villamichelle@example.com","Bangalore","2023-05-07","06:39 PM","Male","35-44","Weekly","Clothing;Toys & Games;Stationery","5","5","1","4","Yes","Yes","2","4","2","",""
"2024/08/07 5:17:23 PM GMT+5:30","andrew87@example.com","Ahmedabad","2023-11-18","01:48 PM","Female","Under 18","Bi-weekly","Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","3","5","3","5","No","Yes","4","3","1","",""
"2024/08/07 5:17:49 PM GMT+5:30","walkersharon@example.net","Surat","2023-02-05","12:23 PM","Female","Under 18","Daily","Groceries;Clothing;Hygiene & Sanitation","2","4","4","5","Yes","No","4","2","4","",""
"2024/08/07 5:18:13 PM GMT+5:30","wendy21@example.com","Kolkata","2023-04-08","12:40 PM","Female","Under 18","Weekly","Groceries;Clothing;Toys & Games","3","3","2","5","Yes","Yes","2","3","4","",""
"2024/08/07 5:18:40 PM GMT+5:30","xcalderon@example.org","Pune","2023-02-10","09:41 AM","Male","35-44","Occasioanlly","Groceries;Hygiene & Sanitation;Toys & Games","5","4","1","2","Yes","No","1","2","1","",""
"2024/08/07 5:19:07 PM GMT+5:30","robert79@example.net","Ahmedabad","2023-02-22","05:41 PM","Male","65 and above","Weekly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","4","1","5","4","Yes","Yes","4","3","3","",""
"2024/08/07 5:19:31 PM GMT+5:30","smithmichael@example.com","Bangalore","2023-08-08","10:12 AM","Female","55-64","Monthly","Groceries","1","1","5","2","Yes","No","3","5","1","",""
"2024/08/07 5:19:58 PM GMT+5:30","caitlinparker@example.com","Chennai","2023-06-17","12:51 PM","Male","Under 18","Weekly","Groceries;Clothing;Stationery","4","2","3","4","Yes","No","2","4","4","",""
"2024/08/07 5:20:24 PM GMT+5:30","holly82@example.com","Kolkata","2023-02-19","03:38 PM","Female","18-24","Occasioanlly","Electronics;Toys & Games","1","1","4","5","Yes","Yes","3","4","4","",""
"2024/08/07 5:20:54 PM GMT+5:30","johnsonlinda@example.com","Kolkata","2023-11-19","08:21 PM","Female","25-34","Daily","Groceries;Clothing;Home & Kitchen;Toys & Games;Stationery","2","4","3","4","No","No","4","1","3","",""
"2024/08/07 5:21:19 PM GMT+5:30","jamesallen@example.net","Bangalore","2023-01-25","04:23 PM","Male","55-64","Weekly","Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","4","2","4","2","No","Yes","3","1","3","",""
"2024/08/07 5:21:46 PM GMT+5:30","alejandra05@example.org","Bangalore","2023-08-10","02:40 PM","Female","18-24","Daily","Groceries;Clothing;Electronics","2","5","1","4","Yes","Yes","3","1","4","",""
"2024/08/07 5:22:13 PM GMT+5:30","melissacox@example.com","Pune","2023-04-27","11:10 AM","Female","18-24","Daily","Groceries;Electronics;Toys & Games","2","1","2","2","No","Yes","5","1","4","",""
"2024/08/07 5:22:42 PM GMT+5:30","hunter90@example.org","Kolkata","2023-08-27","09:03 AM","Female","45-54","Weekly","Groceries;Clothing;Hygiene & Sanitation","4","3","3","3","Yes","No","1","2","3","",""
"2024/08/07 5:23:11 PM GMT+5:30","katherine73@example.net","Pune","2023-01-14","06:19 PM","Female","Under 18","Bi-weekly","Clothing;Stationery","4","3","5","5","No","Yes","1","4","1","",""
"2024/08/07 5:23:41 PM GMT+5:30","connie25@example.com","Kanpur","2023-02-15","01:46 PM","Female","65 and above","Daily","Groceries;Clothing;Hygiene & Sanitation;Toys & Games","4","4","2","5","No","No","3","5","3","",""
"2024/08/07 5:24:08 PM GMT+5:30","wrodriguez@example.net","Hyderabad","2023-12-09","10:45 AM","Female","25-34","Weekly","Groceries;Electronics;Toys & Games","4","2","4","4","Yes","Yes","3","4","5","",""
"2024/08/07 5:24:32 PM GMT+5:30","brandon93@example.com","Mumbai","2023-10-22","06:49 PM","Female","55-64","Occasioanlly","Home & Kitchen","5","2","3","1","Yes","Yes","3","4","5","",""
"2024/08/07 5:24:56 PM GMT+5:30","hallmatthew@example.net","Hyderabad","2023-04-01","06:58 PM","Female","55-64","Bi-weekly","Groceries;Hygiene & Sanitation;Toys & Games","5","4","3","1","Yes","No","2","1","4","",""
"2024/08/07 5:25:24 PM GMT+5:30","lisaruiz@example.org","Delhi","2023-02-24","09:48 AM","Male","18-24","Daily","Groceries;Home & Kitchen;Stationery","5","4","1","5","No","Yes","4","4","3","",""
"2024/08/07 5:25:48 PM GMT+5:30","rhondashaw@example.com","Trivandrum","2023-11-27","11:17 AM","Female","45-54","Monthly","Hygiene & Sanitation","5","1","4","2","No","Yes","1","1","1","",""
"2024/08/07 5:26:16 PM GMT+5:30","pclarke@example.com","Lucknow","2023-11-11","09:46 AM","Female","55-64","Daily","Groceries;Clothing;Hygiene & Sanitation","1","1","5","4","No","Yes","1","1","1","",""
"2024/08/07 5:26:41 PM GMT+5:30","imccarty@example.com","Lucknow","2023-03-01","01:14 PM","Male","25-34","Daily","Groceries;Toys & Games;Stationery","5","2","3","1","No","No","3","3","3","",""
"2024/08/07 5:27:05 PM GMT+5:30","jamie73@example.com","Kanpur","2023-10-03","04:51 PM","Female","35-44","Daily","Electronics","5","1","3","4","Yes","No","2","4","1","",""
"2024/08/07 5:27:30 PM GMT+5:30","john16@example.org","Trivandrum","2023-01-10","02:10 PM","Male","35-44","Bi-weekly","Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","3","5","4","1","Yes","Yes","5","5","3","",""
"2024/08/07 5:27:56 PM GMT+5:30","martinezadam@example.net","Lucknow","2023-01-21","08:44 PM","Female","55-64","Occasioanlly","Groceries;Home & Kitchen;Hygiene & Sanitation;Toys & Games","4","5","1","1","No","No","2","2","2","",""
"2024/08/07 5:28:20 PM GMT+5:30","mitchellferguson@example.com","Surat","2023-05-01","04:47 PM","Male","Under 18","Monthly","Toys & Games","1","1","3","5","Yes","No","2","4","1","",""
"2024/08/07 5:28:50 PM GMT+5:30","pconner@example.net","Trivandrum","2023-08-06","09:05 AM","Male","65 and above","Daily","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","5","5","4","1","Yes","No","2","3","5","",""
"2024/08/07 5:29:16 PM GMT+5:30","heatherfritz@example.com","Dehradun","2023-03-17","08:42 AM","Male","45-54","Daily","Groceries;Electronics;Home & Kitchen;Toys & Games","1","2","2","2","No","No","5","3","2","",""
"2024/08/07 5:29:43 PM GMT+5:30","john27@example.org","Kolkata","2023-07-31","09:40 AM","Female","25-34","Daily","Groceries;Clothing;Electronics;Toys & Games;Stationery","5","4","3","1","Yes","No","5","1","1","",""
"2024/08/07 5:30:09 PM GMT+5:30","joshuamoon@example.com","Lucknow","2023-04-27","01:35 PM","Male","35-44","Bi-weekly","Clothing;Stationery","5","4","3","4","No","No","4","3","2","",""
"2024/08/07 5:30:34 PM GMT+5:30","jeffjohnson@example.org","Surat","2023-08-29","08:42 AM","Female","55-64","Monthly","Home & Kitchen","3","4","1","3","Yes","Yes","4","4","2","",""
"2024/08/07 5:30:59 PM GMT+5:30","fosternancy@example.net","Dehradun","2023-06-27","10:48 AM","Female","18-24","Monthly","Groceries;Hygiene & Sanitation","3","1","1","3","Yes","Yes","2","3","1","",""
"2024/08/07 5:31:25 PM GMT+5:30","cesar74@example.com","Surat","2023-08-15","05:04 PM","Female","35-44","Monthly","","2","2","4","3","No","No","5","5","1","",""
"2024/08/07 5:31:49 PM GMT+5:30","maryroman@example.net","Pune","2023-03-05","02:30 PM","Male","45-54","Bi-weekly","Groceries;Hygiene & Sanitation;Stationery","3","4","2","5","Yes","Yes","5","4","3","",""
"2024/08/07 5:32:17 PM GMT+5:30","emilyortiz@example.org","Bangalore","2023-06-02","08:11 AM","Female","18-24","Daily","Groceries;Clothing;Toys & Games","2","1","1","5","Yes","No","3","3","5","",""
"2024/08/07 5:32:44 PM GMT+5:30","amandaramos@example.com","Ahmedabad","2023-01-02","04:40 PM","Male","Under 18","Bi-weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","3","2","5","2","Yes","Yes","5","1","4","",""
"2024/08/07 5:33:10 PM GMT+5:30","brian38@example.org","Kanpur","2023-10-26","01:48 PM","Male","65 and above","Daily","Groceries;Home & Kitchen","3","3","5","1","Yes","No","3","4","3","",""
"2024/08/07 5:33:38 PM GMT+5:30","gutierrezmatthew@example.org","Hyderabad","2023-06-06","09:16 AM","Male","Under 18","Bi-weekly","Groceries;Electronics;Home & Kitchen;Toys & Games;Stationery","1","1","2","5","Yes","Yes","2","3","4","",""
"2024/08/07 5:34:08 PM GMT+5:30","ogilbert@example.com","Jaipur","2023-09-02","08:07 PM","Female","45-54","Weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation","4","5","4","2","No","Yes","5","1","4","",""
"2024/08/07 5:34:35 PM GMT+5:30","imitchell@example.net","Lucknow","2023-08-03","10:29 AM","Male","65 and above","Monthly","Home & Kitchen","1","1","1","2","Yes","Yes","2","5","4","",""
"2024/08/07 5:35:01 PM GMT+5:30","marissa33@example.net","Ahmedabad","2023-03-20","05:28 PM","Female","18-24","Weekly","Groceries;Toys & Games","5","5","3","5","No","No","2","3","5","",""
"2024/08/07 5:35:28 PM GMT+5:30","vfisher@example.net","Delhi","2023-05-19","01:43 PM","Male","Under 18","Monthly","Clothing;Electronics;Home & Kitchen;Toys & Games;Stationery","1","5","5","5","Yes","Yes","4","4","3","",""
"2024/08/07 5:35:54 PM GMT+5:30","tmills@example.net","Lucknow","2023-08-01","01:34 PM","Male","18-24","Weekly","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","5","1","5","3","No","No","4","3","5","",""
"2024/08/07 5:36:18 PM GMT+5:30","mackamy@example.org","Dehradun","2023-11-20","07:52 PM","Female","25-34","Weekly","Hygiene & Sanitation","3","5","2","1","Yes","No","4","1","2","",""
"2024/08/07 5:36:44 PM GMT+5:30","smithhannah@example.net","Mumbai","2023-09-28","01:11 PM","Male","Under 18","Daily","Groceries;Clothing;Home & Kitchen;Toys & Games","2","4","5","4","No","No","2","4","3","",""
